App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Is_Free,Rating_Category,Install_Category,Size_Category
Live Tennis Rankings / LTR,SPORTS,4.8,1660,4.7,10000,Free,0,Everyone,Sports,"June 5, 2018",3.9,4.0.3 and up,Free,Excellent,Medium,Small
Tennis Livescore Widget,SPORTS,4.1,361,2.2,50000,Free,0,Everyone,Sports,"October 13, 2016",1.0,2.3 and up,Free,Excellent,Medium,Small
"The Championships, Wimbledon 2018",SPORTS,4.3,24082,95,1000000,Free,0,Everyone,Sports,"July 4, 2018",6.5,4.4 and up,Free,Excellent,High,Large
"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133833,34,10000000,Free,0,Everyone 10+,Sports,"July 25, 2018",6.17.2,4.4 and up,Free,Excellent,High,Large
Tennis 24 - tennis live scores,SPORTS,4.6,990,9.4,100000,Free,0,Everyone,Sports,"July 18, 2018",2.28.1,4.1 and up,Free,Excellent,Medium,Small
"Yahoo Sports - scores, stats, news, & highlights",SPORTS,4.5,32386,19,1000000,Free,0,Everyone,Sports,"August 1, 2018",7.8.0,5.1 and up,Free,Excellent,High,Medium
Tennis News and Scores,SPORTS,4.3,101,3.9,10000,Free,0,Everyone,Sports,"July 15, 2018",5.4,4.1 and up,Free,Excellent,Medium,Small
MSN Sports - Scores & Schedule,SPORTS,4.5,35394,21,500000,Free,0,Everyone,Sports,"July 5, 2018",1.2.0,4.2 and up,Free,Excellent,High,Medium
"FOX Sports: Live Streaming, Scores & News",SPORTS,4,28895,82,5000000,Free,0,Teen,Sports,"August 2, 2018",4.4.15,5.0 and up,Free,Good,High,Large
NCAA March Madness Live,SPORTS,4.1,34123,19,5000000,Free,0,Everyone,Sports,"March 30, 2018",7.1.0,5.0 and up,Free,Excellent,High,Medium
SportsManias Fantasy Team News,SPORTS,3.5,4057,26,500000,Free,0,Everyone,Sports,"May 10, 2018",3.2.12,4.0.3 and up,Free,Good,High,Medium
Thuuz Sports,SPORTS,4.5,5517,5.2,500000,Free,0,Everyone,Sports,"April 3, 2018",6.9.12,2.3 and up,Free,Excellent,High,Small
NCAA Sports,SPORTS,3.9,4272,16,500000,Free,0,Everyone,Sports,"April 23, 2018",3.0.13,4.1 and up,Free,Good,High,Medium
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912,6,10000000,Free,0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,Free,Excellent,High,Small
365Scores - Live Scores,SPORTS,4.6,666521,25,10000000,Free,0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,Free,Excellent,High,Medium
Fantasy Football & NFL News,SPORTS,4.5,2943,8.1,100000,Free,0,Everyone,Sports,"May 15, 2018",6.1.3,2.3.3 and up,Free,Excellent,Medium,Small
NBA,SPORTS,4.4,108318,35,10000000,Free,0,Everyone,Sports,"July 9, 2018",2017.7.1,4.4 and up,Free,Excellent,High,Large
NHL,SPORTS,4,68935,48,5000000,Free,0,Everyone,Sports,"June 27, 2018",9.4.0,4.2 and up,Free,Good,High,Large
NASCAR MOBILE,SPORTS,4.2,80900,21,1000000,Free,0,Everyone,Sports,"July 25, 2018",7.1.7.4,4.4 and up,Free,Excellent,High,Medium
MLB Ballpark,SPORTS,3.9,5511,32,1000000,Free,0,Everyone,Sports,"July 16, 2018",7.3.0,4.2 and up,Free,Good,High,Large
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,Free,Excellent,High,Medium
TripIt: Travel Organizer,TRAVEL_AND_LOCAL,4.4,49190,25,1000000,Free,0,Everyone,Travel & Local,"June 15, 2018",7.5.0,5.0 and up,Free,Excellent,High,Medium
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713,58,1000000,Free,0,Everyone,Travel & Local,"June 9, 2018",10.9.8 (Play),5.0 and up,Free,Excellent,High,Large
"KAYAK Flights, Hotels & Cars",TRAVEL_AND_LOCAL,4.5,216388,19,10000000,Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,Free,Excellent,High,Medium
Skyscanner,TRAVEL_AND_LOCAL,4.5,481545,29,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",5.48,4.4 and up,Free,Excellent,High,Medium
World Travel Guide by Triposo,TRAVEL_AND_LOCAL,4.4,6012,81,500000,Free,0,Everyone,Travel & Local,"March 5, 2018",4.6.0,4.0.3 and up,Free,Excellent,High,Large
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28,1000000,Free,0,Everyone,Travel & Local,"July 16, 2018",6.7.1,4.1 and up,Free,Excellent,High,Medium
GPS Map Free,TRAVEL_AND_LOCAL,4,33782,7.6,5000000,Free,0,Everyone,Travel & Local,"July 11, 2018",4.6,4.0 and up,Free,Good,High,Small
Offline Maps & Navigation,TRAVEL_AND_LOCAL,4.7,192641,33,5000000,Free,0,Everyone,Travel & Local,"June 7, 2018",17.4.1,4.0.3 and up,Free,Excellent,High,Large
GasBuddy: Find Cheap Gas,TRAVEL_AND_LOCAL,4.6,751551,42,10000000,Free,0,Mature 17+,Travel & Local,"August 2, 2018",5.2.0 21127,4.4 and up,Free,Excellent,High,Large
Southwest Airlines,TRAVEL_AND_LOCAL,3.9,24781,8.3,5000000,Free,0,Everyone,Travel & Local,"July 11, 2018",5.6.1,6.0 and up,Free,Good,High,Small
"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.6,32862,14,10000000,Free,0,Everyone,Travel & Local,"December 6, 2016",5.10.6.2.8466393,4.1 and up,Free,Good,High,Medium
AirAsia,TRAVEL_AND_LOCAL,3.9,98585,37,10000000,Free,0,Everyone,Travel & Local,"July 16, 2018",5.0.4,4.4 and up,Free,Good,High,Large
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136633,14,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,Free,Excellent,High,Medium
Allegiant,TRAVEL_AND_LOCAL,3.1,5572,21,1000000,Free,0,Everyone,Travel & Local,"July 12, 2018",5.16.1,4.4 and up,Free,Good,High,Medium
Amtrak,TRAVEL_AND_LOCAL,3.7,16815,28,1000000,Free,0,Everyone,Travel & Local,"July 15, 2018",3.1.3,5.0 and up,Free,Good,High,Medium
JAL (Domestic and international flights),TRAVEL_AND_LOCAL,3.4,2277,27,1000000,Free,0,Everyone,Travel & Local,"May 7, 2018",4.4.7,4.0.3 and up,Free,Good,High,Medium
VZ Navigator for Tablets,TRAVEL_AND_LOCAL,3.6,285,39,500000,Free,0,Everyone,Travel & Local,"January 22, 2018",10.7.8.111,4.2 and up,Free,Good,High,Large
"HSL - Tickets, route planner and information",TRAVEL_AND_LOCAL,3.3,256,17,100000,Free,0,Everyone,Travel & Local,"August 1, 2018",1.1.2,5.0 and up,Free,Good,Medium,Medium
VZ Navigator for Galaxy S4,TRAVEL_AND_LOCAL,3,2750,39,5000000,Free,0,Everyone,Travel & Local,"January 22, 2018",10.7.8.111,4.2 and up,Free,Average,High,Large
MAIN,TRAVEL_AND_LOCAL,3.6,7081,51,1000000,Free,0,Everyone,Travel & Local,"August 6, 2018",4.1.21,4.4 and up,Free,Good,High,Large
"Yoriza Pension - travel, lodging, pension, camping, caravan, pool villas accommodation discount",TRAVEL_AND_LOCAL,4.8,17882,86,1000000,Free,0,Everyone,Travel & Local,"August 3, 2018",3.4.5,5.0 and up,Free,Excellent,High,Large
"Yatra - Flights, Hotels, Bus, Trains & Cabs",TRAVEL_AND_LOCAL,4.5,251037,26,10000000,Free,0,Everyone,Travel & Local,"August 5, 2018",13.0.16,4.1 and up,Free,Excellent,High,Medium
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46,5000000,Free,0,Everyone,Travel & Local,"July 31, 2018",4.13.2,5.0 and up,Free,Good,High,Large
Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",5.48,4.4 and up,Free,Excellent,High,Medium
Despegar.com Hotels and Flights,TRAVEL_AND_LOCAL,4.4,150932,27,10000000,Free,0,Everyone,Travel & Local,"July 30, 2018",9.1.0,4.1 and up,Free,Excellent,High,Medium
Navigation Plus,TRAVEL_AND_LOCAL,4.1,928,14,1000000,Free,0,Everyone,Travel & Local,"January 9, 2018",11.0.269 (m),4.1 and up,Free,Excellent,High,Medium
Poynt,TRAVEL_AND_LOCAL,4,26665,10,5000000,Free,0,Everyone,Travel & Local,"March 29, 2018",2.5.26,4.1 and up,Free,Good,High,Small
Gaode Map,TRAVEL_AND_LOCAL,3.9,13275,71,1000000,Free,0,Everyone,Travel & Local,"July 3, 2018",8.60.0.2586,4.0 and up,Free,Good,High,Large
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,15,5000000,Free,0,Everyone,Travel & Local,"July 26, 2018",4.38.176,4.4 and up,Free,Excellent,High,Medium
Free Radar Detector,TRAVEL_AND_LOCAL,4.3,15680,11,1000000,Free,0,Everyone,Travel & Local,"July 6, 2018",6.2.3,4.1 and up,Free,Excellent,High,Medium
Where to travel - ticket. hotel. train ticket. car ticket. travel. tickets,TRAVEL_AND_LOCAL,4.2,5112,62,1000000,Free,0,Everyone,Travel & Local,"July 27, 2018",8.8.2,4.4 and up,Free,Excellent,High,Large
United Airlines,TRAVEL_AND_LOCAL,3.5,30447,80,5000000,Free,0,Everyone,Travel & Local,"July 20, 2018",2.1.56,5.0 and up,Free,Good,High,Large
NTES,TRAVEL_AND_LOCAL,4.3,165299,5.4,10000000,Free,0,Everyone,Travel & Local,"July 30, 2018",8.0,4.1 and up,Free,Excellent,High,Small
Where is my Train : Indian Railway & PNR Status,TRAVEL_AND_LOCAL,4.7,620534,9.8,10000000,Free,0,Everyone,Travel & Local,"July 30, 2018",5.7.3,4.0.3 and up,Free,Excellent,High,Small
Gormey: Find Best Restaurants,TRAVEL_AND_LOCAL,4.3,34,7.6,1000,Free,0,Everyone,Travel & Local,"August 29, 2017",2.3,4.0.3 and up,Free,Excellent,Low,Small
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427,26,100000,Free,0,Everyone,Travel & Local,"March 21, 2016",1.2.1,4.1 and up,Free,Excellent,Medium,Medium
Urbanspoon Restaurant Reviews,TRAVEL_AND_LOCAL,4.2,35560,13,5000000,Free,0,Everyone,Travel & Local,"July 5, 2016",4.0.21,4.0.3 and up,Free,Excellent,High,Medium
Qatar Airways,TRAVEL_AND_LOCAL,4.3,11182,62,1000000,Free,0,Everyone,Travel & Local,"July 30, 2018",11.26,4.1 and up,Free,Excellent,High,Large
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734,10,1000000,Free,0,Everyone,Travel & Local,"July 31, 2018",8.8.2,5.0 and up,Free,Excellent,High,Small
CWT To Go,TRAVEL_AND_LOCAL,4.4,20313,57,100000,Free,0,Everyone,Travel & Local,"August 5, 2018",17.7.8,4.4 and up,Free,Excellent,Medium,Large
British Airways,TRAVEL_AND_LOCAL,4.2,25740,51,1000000,Free,0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,Free,Excellent,High,Large
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546,24,5000000,Free,0,Everyone,Travel & Local,"April 25, 2018",7.6.5,4.4 and up,Free,Excellent,High,Medium
JetBlue,TRAVEL_AND_LOCAL,4.4,24281,29,1000000,Free,0,Everyone,Travel & Local,"July 25, 2018",4.4.2,4.4 and up,Free,Excellent,High,Medium
Flights,TRAVEL_AND_LOCAL,4.4,18039,3.1,1000000,Free,0,Everyone,Travel & Local,"July 26, 2018",3.6.6,4.1 and up,Free,Excellent,High,Small
The Emirates App,TRAVEL_AND_LOCAL,4.4,22748,55,1000000,Free,0,Everyone,Travel & Local,"August 6, 2018",4.7.1,5.0 and up,Free,Excellent,High,Large
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47780,19,5000000,Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,Free,Excellent,High,Medium
KLM - Royal Dutch Airlines,TRAVEL_AND_LOCAL,3.7,7705,40,1000000,Free,0,Everyone,Travel & Local,"August 6, 2018",9.7.1,4.1 and up,Free,Good,High,Large
Lufthansa,TRAVEL_AND_LOCAL,3.6,14544,43,1000000,Free,0,Everyone,Travel & Local,"July 27, 2018",7.2.5,4.1 and up,Free,Good,High,Large
easyJet: Travel App,TRAVEL_AND_LOCAL,4.4,134895,50,10000000,Free,0,Everyone,Travel & Local,"July 1, 2018",2.32.2,4.2 and up,Free,Excellent,High,Large
LateRooms: Find Hotel Deals,TRAVEL_AND_LOCAL,4.1,2419,13,1000000,Free,0,Everyone,Travel & Local,"May 29, 2018",1.24.5,4.1 and up,Free,Excellent,High,Medium
HOTEL DEALS,TRAVEL_AND_LOCAL,4.2,1609,4,100000,Free,0,Everyone,Travel & Local,"April 26, 2018",53.89.55,4.1 and up,Free,Excellent,Medium,Small
IHG®: Hotel Deals & Rewards,TRAVEL_AND_LOCAL,4.3,18622,44,1000000,Free,0,Everyone,Travel & Local,"August 3, 2018",4.15.1,4.4 and up,Free,Excellent,High,Large
SPG: Starwood Hotels & Resorts,TRAVEL_AND_LOCAL,4.2,8258,22,1000000,Free,0,Everyone,Travel & Local,"July 3, 2018",v5.4.3,4.4 and up,Free,Excellent,High,Medium
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,12,5000000,Free,0,Everyone,Travel & Local,"November 13, 2017",4.9.2,4.1 and up,Free,Excellent,High,Medium
Turo - Better Than Car Rental,TRAVEL_AND_LOCAL,4.4,14114,46,1000000,Free,0,Everyone,Travel & Local,"August 4, 2018",18.21.0,5.0 and up,Free,Excellent,High,Large
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,7.6,100000,Free,0,Everyone,Travel & Local;Action & Adventure,"August 9, 2017",4.0.38,4.4 and up,Free,Excellent,Medium,Small
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4.1,10000000,Free,0,Everyone,Travel & Local,"June 13, 2018",8.1.171,4.0 and up,Free,Excellent,High,Small
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,8.5,1000000,Free,0,Everyone,Travel & Local,"July 14, 2015",8.0,4.0 and up,Free,Excellent,High,Small
Scout GPS Navigation & Meet Up,TRAVEL_AND_LOCAL,4.2,120373,31,5000000,Free,0,Everyone,Travel & Local,"July 31, 2018",3.19.35.999,4.0.3 and up,Free,Excellent,High,Large
Street Panorama View,TRAVEL_AND_LOCAL,4.2,40225,4.1,1000000,Free,0,Everyone,Travel & Local,"July 18, 2018",4.0.3,4.1 and up,Free,Excellent,High,Small
DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,22,500000,Free,0,Teen,Travel & Local,"August 6, 2018",1.28.1,5.0 and up,Free,Excellent,High,Medium
Sygic Truck GPS Navigation,TRAVEL_AND_LOCAL,4.2,18294,28,1000000,Free,0,Everyone,Travel & Local,"August 2, 2018",13.8.3,4.0 and up,Free,Excellent,High,Medium
Moto File Manager,TOOLS,4.1,38655,5.9,10000000,Free,0,Everyone,Tools,"February 1, 2018",v3.7.93,5.0 and up,Free,Excellent,High,Small
Motorola Alert,TOOLS,4.2,24199,3.9,50000000,Free,0,Everyone,Tools,"November 21, 2014",1.02.53,4.4 and up,Free,Excellent,High,Small
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,15,100000000,Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,Free,Excellent,High,Medium
Moto Suggestions ™,TOOLS,4.6,308,4.3,1000000,Free,0,Everyone,Tools,"June 8, 2018",0.2.32,8.0 and up,Free,Excellent,High,Small
myMetro,TOOLS,4,26189,5.3,10000000,Free,0,Everyone,Tools,"June 27, 2018",MyMetro_HTML_2.0_430029,4.0 and up,Free,Good,High,Small
My Telcel,TOOLS,3.1,45838,16,50000000,Free,0,Everyone,Tools,"July 25, 2018",7.6.1,4.1 and up,Free,Good,High,Medium
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7.5,10000000,Free,0,Everyone,Tools,"July 31, 2018",v8.0.1.8.0629.1,4.2 and up,Free,Excellent,High,Small
"Calculator - free calculator ,multi calculator app",TOOLS,4.4,1236,5.8,100000,Free,0,Everyone,Tools,"July 6, 2018",8.1.6,4.2 and up,Free,Excellent,Medium,Small
SHAREit - Transfer & Share,TOOLS,4.6,7790693,17,500000000,Free,0,Everyone,Tools,"July 30, 2018",4.5.28_ww,4.1 and up,Free,Excellent,High,Medium
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5,10000000,Free,0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up,Free,Excellent,High,Small
Nokia mobile support,TOOLS,4.4,12215,9.1,5000000,Free,0,Everyone,Tools,"August 1, 2018",1.7.4,7.0 and up,Free,Excellent,High,Small
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7.6,10000000,Free,0,Everyone,Tools,"August 3, 2018",v7.0.7.1.0625.1_06_0629,5.0 and up,Free,Excellent,High,Small
Samsung Calculator,TOOLS,4.4,9602,2.5,100000000,Free,0,Everyone,Tools,"July 5, 2018",6.0.61.5,7.0 and up,Free,Excellent,High,Small
Clear,TOOLS,3.1,24151,15,10000000,Free,0,Everyone,Tools,"August 6, 2018",11.7.0,4.1 and up,Free,Good,High,Medium
AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1,10000000,Free,0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up,Free,Good,High,Small
Sound Recorder: Recorder & Voice Changer Free,TOOLS,3.9,14552,17,10000000,Free,0,Everyone,Tools,"July 31, 2018",v7.0.9.1.0526.1_06_0704,5.0 and up,Free,Good,High,Medium
TouchPal Keyboard for vivo,TOOLS,4.3,357,58,1000000,Free,0,Everyone,Tools,"May 30, 2018",6.2.6.7,4.0.3 and up,Free,Excellent,High,Large
Google Assistant Go,TOOLS,3.7,315,4.6,500000,Free,0,Everyone,Tools,"July 27, 2018",1.8.203182757.armeabi-v7a.release,8.0 and up,Free,Good,High,Small
My love,TOOLS,3.5,163997,16,10000000,Free,0,Everyone,Tools,"August 5, 2018",5.36,4.2 and up,Free,Good,High,Medium
DuraSpeed,TOOLS,3.8,5431,1.3,10000000,Free,0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up,Free,Good,High,Small
HTC Sense Input-LV,TOOLS,3.6,59,2.3,50000,Free,0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up,Free,Good,Medium,Small
HTC Sense Input-CA,TOOLS,3.1,124,1.9,100000,Free,0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up,Free,Good,Medium,Small
HTC Sense Input-AR,TOOLS,3.8,1420,2.7,100000,Free,0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up,Free,Good,Medium,Small
Digital Alarm Clock,TOOLS,4.2,118439,16,10000000,Free,0,Everyone,Tools,"June 19, 2018",10.4,4.4 and up,Free,Excellent,High,Medium
Alarm Clock Free,TOOLS,4,59973,11,10000000,Free,0,Everyone,Tools,"March 16, 2018",1.2.5,4.0 and up,Free,Good,High,Medium
Puzzle Alarm Clock ⏰,TOOLS,4.3,32111,5.3,1000000,Free,0,Everyone,Tools,"August 3, 2018",3.1.0.1126,4.4 and up,Free,Excellent,High,Small
I Can't Wake Up! Alarm Clock,TOOLS,4.5,70404,4.2,1000000,Free,0,Everyone,Tools,"May 25, 2018",3.4.0,4.0 and up,Free,Excellent,High,Small
Brightest Flashlight - LED Light,TOOLS,4.5,876866,9.1,50000000,Free,0,Everyone,Tools,"July 27, 2018",1.4.9,4.0.3 and up,Free,Excellent,High,Small
LED Flashlight,TOOLS,4.4,207706,4.3,10000000,Free,0,Everyone,Tools,"July 10, 2017",2.4,3.0 and up,Free,Excellent,High,Small
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367,1.8,5000000,Free,0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,Free,Excellent,High,Small
Flashlight - Torch LED Light,TOOLS,4.4,192661,8.5,10000000,Free,0,Everyone,Tools,"July 7, 2018",2.4.1,4.1 and up,Free,Excellent,High,Small
Super Flashlight + LED,TOOLS,4.3,54207,4.4,5000000,Free,0,Everyone,Tools,"July 11, 2017",3.2,3.0 and up,Free,Excellent,High,Small
Brightest Flashlight Free ®,TOOLS,4.7,1335799,3.8,50000000,Free,0,Everyone,Tools,"October 27, 2017",2.5.2,4.2 and up,Free,Excellent,High,Small
Fraction Calculator Plus Free,TOOLS,4.5,148506,11,5000000,Free,0,Everyone,Tools,"July 15, 2018",Varies with device,Varies with device,Free,Excellent,High,Medium
CALCU™ Stylish Calculator Free,TOOLS,4.7,152692,11,5000000,Free,0,Everyone,Tools,"July 7, 2018",3.5.6,4.1 and up,Free,Excellent,High,Medium
Calculator with Percent (Free),TOOLS,4.8,48211,7.4,1000000,Free,0,Everyone,Tools,"November 18, 2017",32.1,4.1 and up,Free,Excellent,High,Small
Graphing Calculator,TOOLS,3.9,12388,5.3,1000000,Free,0,Everyone,Tools,"April 1, 2016",1.17,2.3 and up,Free,Good,High,Small
Unit Converter,TOOLS,4.5,85387,5.4,1000000,Free,0,Everyone,Tools,"July 3, 2018",2.1.54,4.0 and up,Free,Excellent,High,Small
Calculator ++,TOOLS,4.6,33509,3.6,1000000,Free,0,Everyone,Tools,"May 12, 2018",2.2.7,4.4 and up,Free,Excellent,High,Small
ConvertPad - Unit Converter,TOOLS,4.4,90831,4.3,10000000,Free,0,Everyone,Tools,"June 18, 2017",3.1.00,4.2 and up,Free,Excellent,High,Small
Classic Calculator,TOOLS,4,85659,27,5000000,Free,0,Everyone,Tools,"February 25, 2018",1.51,3.0 and up,Free,Good,High,Medium
weight conversion calculator,TOOLS,4,807,1.8,100000,Free,0,Everyone,Tools,"May 18, 2018",20180517,2.3 and up,Free,Good,Medium,Small
Age Calculator,TOOLS,4.4,24265,3.3,1000000,Free,0,Everyone,Tools,"July 25, 2017",4.0.6,4.0.3 and up,Free,Excellent,High,Small
EzCalculator,TOOLS,4.1,1657,2,100000,Free,0,Everyone,Tools,"September 17, 2017",2.1.0,5.0 and up,Free,Excellent,Medium,Small
SuperVPN Free VPN Client,TOOLS,4.3,576454,6.1,50000000,Free,0,Everyone,Tools,"February 5, 2018",2.0.9,4.0.3 and up,Free,Excellent,High,Small
Hideman VPN,TOOLS,4.1,88675,9.6,5000000,Free,0,Everyone,Tools,"July 24, 2018",6.0.1,4.0 and up,Free,Excellent,High,Small
Fast Secure VPN,TOOLS,4.3,56848,9.6,1000000,Free,0,Everyone,Tools,"May 18, 2018",1.6.11,4.1 and up,Free,Excellent,High,Small
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,10,1000000,Free,0,Everyone,Tools,"July 5, 2018",2.0.2,4.1 and up,Free,Excellent,High,Small
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2,50000000,Free,0,Everyone,Tools,"August 6, 2018",6.1.0,4.1 and up,Free,Excellent,High,Small
OpenVPN Connect – Fast & Safe SSL VPN Client,TOOLS,4.2,154578,14,10000000,Free,0,Everyone,Tools,"May 25, 2018",3.0.5,4.1 and up,Free,Excellent,High,Medium
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",TOOLS,4.2,40676,25,1000000,Free,0,Everyone,Tools,"July 5, 2018",2.27.1,4.1 and up,Free,Excellent,High,Medium
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,9.9,1000000,Free,0,Everyone,Tools,"July 9, 2018",2.5.1.7592,4.0.3 and up,Free,Excellent,High,Small
SurfEasy Secure Android VPN,TOOLS,4.5,273283,22,5000000,Free,0,Everyone,Tools,"July 11, 2018",4.1.0,4.0.3 and up,Free,Excellent,High,Medium
VPN Free - Betternet Hotspot VPN & Private Browser,TOOLS,4.5,801054,8.9,10000000,Free,0,Everyone,Tools,"August 1, 2018",4.3.0,4.1 and up,Free,Excellent,High,Small
Smart Keyboard Trial,TOOLS,4.1,65597,2.4,10000000,Free,0,Everyone,Tools,"April 28, 2017",4.20.1,2.3 and up,Free,Excellent,High,Small
"Emoji keyboard - Cute Emoticons, GIF, Stickers",TOOLS,4.4,1107320,25,50000000,Free,0,Everyone,Tools,"August 7, 2018",3.4.500,4.1 and up,Free,Excellent,High,Medium
Wifi Analyzer,TOOLS,4.4,335115,1.8,10000000,Free,0,Everyone,Tools,"April 7, 2018",3.11.2,6.0 and up,Free,Excellent,High,Small
Network Signal Info,TOOLS,4.1,33926,17,1000000,Free,0,Everyone,Tools,"August 3, 2018",4.78.06,4.2 and up,Free,Excellent,High,Medium
osmino Wi-Fi: free WiFi,TOOLS,4.2,134203,4.1,10000000,Free,0,Everyone,Tools,"August 6, 2018",6.06.14,4.4 and up,Free,Excellent,High,Small
WiFi Overview 360,TOOLS,4.1,15693,18,1000000,Free,0,Everyone,Tools,"August 3, 2018",4.32.07,4.2 and up,Free,Excellent,High,Medium
Speedcheck,TOOLS,4.6,48979,14,1000000,Free,0,Everyone,Tools,"August 4, 2018",5.0.0.8,4.0.3 and up,Free,Excellent,High,Medium
NETGEAR WiFi Analytics,TOOLS,4.1,9496,696,1000000,Free,0,Everyone,Tools,"April 25, 2014",1.0.19,2.2 and up,Free,Excellent,High,Large
Keypad Lock Screen,TOOLS,4.2,428581,4.7,10000000,Free,0,Everyone,Tools,"July 17, 2018",1.33,4.0 and up,Free,Excellent,High,Small
photo keypad lockscreen,TOOLS,4.1,225544,8.1,10000000,Free,0,Everyone,Tools,"July 17, 2018",3.1.2,4.0 and up,Free,Excellent,High,Small
Solo Locker (DIY Locker),TOOLS,4.5,474439,7.9,10000000,Free,0,Everyone,Tools,"June 26, 2018",6.1.7.5,4.2 and up,Free,Excellent,High,Small
Lock Screen,TOOLS,4,41137,4.6,1000000,Free,0,Everyone,Tools,"November 15, 2017",1.7.3,3.2 and up,Free,Good,High,Small
ZERO Lock Screen,TOOLS,3.5,75336,544,1000000,Free,0,Everyone,Tools,"February 5, 2016",1.3,4.0 and up,Free,Good,High,Large
AppLock - Fingerprint,TOOLS,4.4,745245,3.5,10000000,Free,0,Everyone,Tools,"April 13, 2018",7.2.0,2.3 and up,Free,Excellent,High,Small
Screen Off and Lock,TOOLS,4.1,172990,525,10000000,Free,0,Everyone,Tools,"December 2, 2017",1.17.4,2.2 and up,Free,Excellent,High,Large
Screen Lock,TOOLS,4.2,68309,2.1,1000000,Free,0,Everyone,Tools,"November 23, 2017",v3.9f,4.0 and up,Free,Excellent,High,Small
Funny Ringtones,PERSONALIZATION,4.4,7146,14,1000000,Free,0,Everyone 10+,Personalization,"February 2, 2018",1.1,4.0 and up,Free,Excellent,High,Medium
"XOS - Launcher,Theme,Wallpaper",PERSONALIZATION,4.6,49657,8.7,5000000,Free,0,Everyone,Personalization,"August 6, 2018",3.6.21_pre,4.4 and up,Free,Excellent,High,Small
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,21,100000,Free,0,Mature 17+,Personalization,"June 26, 2018",5.34.10,4.0.3 and up,Free,Excellent,Medium,Medium
Golden Launcher,PERSONALIZATION,4.4,32794,12,5000000,Free,0,Everyone,Personalization,"July 31, 2018",1.284.1.83,4.2 and up,Free,Excellent,High,Medium
Launcher,PERSONALIZATION,4.5,102923,18,1000000,Free,0,Everyone,Personalization,"July 10, 2018",2.1.2,5.0 and up,Free,Excellent,High,Medium
