App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Is_Free,Rating_Category,Install_Category,Size_Category
Poshmark - Buy & Sell Fashion,SHOPPING,0.825,0.0010280241494794158,0.016112789526686808,0.00999999901,Free,0,Everyone,Shopping,"August 4, 2018",2.124.01,4.4 and up,Free,Excellent,High,Medium
Mercari: The Selling App,SHOPPING,0.8500000000000001,0.0022693958311072507,0.012084592145015106,0.00999999901,Free,0,Everyone,Shopping,"August 3, 2018",6.9.2,5.0 and up,Free,Excellent,High,Medium
Blidz - Hunt Free Deals On Trending Items!,SHOPPING,0.8500000000000001,3.6931531457723854e-5,0.032225579053373615,4.9999000049999e-5,Free,0,Everyone,Shopping,"June 29, 2018",2.4.0,4.4 and up,Free,Excellent,Medium,Large
LivingSocial - Local Deals,SHOPPING,0.7749999999999999,6.35320349962123e-4,0.028197381671701913,0.004999999004999999,Free,0,Everyone,Shopping,"August 3, 2018",18.10.157066,4.4 and up,Free,Excellent,High,Medium
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,0.875,8.29778896178003e-4,0.030211480362537766,9.99999000999999e-4,Free,0,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up,Free,Excellent,High,Large
Stocard - Rewards Cards Wallet,SHOPPING,0.8999999999999999,0.006342066125840251,0.019133937562940583,0.00999999901,Free,0,Everyone,Shopping,"July 31, 2018",7.2.1,4.1 and up,Free,Excellent,High,Medium
Ratings by Consumer Reports,SHOPPING,0.825,7.615736191432923e-5,0.012084592145015106,9.9999000099999e-5,Free,0,Everyone,Shopping,"February 27, 2018",2.3.2,4.1 and up,Free,Excellent,Medium,Medium
HauteLook,SHOPPING,0.7749999999999999,1.6019998446559105e-4,0.00634441087613293,4.99999000499999e-4,Free,0,Everyone,Shopping,"July 13, 2018",5.0.2,4.4 and up,Free,Excellent,High,Small
Nordstrom,SHOPPING,0.8999999999999999,5.071960019857492e-5,0.011077542799597181,4.99999000499999e-4,Free,0,Everyone,Shopping,"July 15, 2018",3.28.1.3.1359,4.4 and up,Free,Excellent,High,Medium
Modcloth – Unique Indie Women's Fashion & Style,SHOPPING,0.8,1.1404670751721722e-4,0.00785498489425982,4.99999000499999e-4,Free,0,Everyone,Shopping,"July 13, 2018",9.0.30,4.1 and up,Free,Excellent,High,Small
Fancy,SHOPPING,0.8,8.850648196267791e-4,0.017119838872104734,0.004999999004999999,Free,0,Teen,Shopping,"July 25, 2018",3.13.09,4.0 and up,Free,Excellent,High,Medium
"Twice: Buy, Sell Clothing",SHOPPING,0.8,3.468178195396625e-5,0.02014098690835851,9.9999000099999e-5,Free,0,Everyone,Shopping,"July 29, 2015",1.2.12,2.3 and up,Free,Excellent,Medium,Medium
Slice: Package Tracker,SHOPPING,0.8,3.778910923885918e-4,0.03323262839879154,9.99999000999999e-4,Free,0,Everyone,Shopping,"July 12, 2018",6.10.0,4.0.3 and up,Free,Excellent,High,Large
LightInTheBox Online Shopping,SHOPPING,0.75,9.352052763887431e-4,0.025176233635448138,0.004999999004999999,Free,0,Teen,Shopping,"August 6, 2018",3.69.0,4.1 and up,Free,Good,High,Medium
Best Buy,SHOPPING,0.8500000000000001,0.004145664642493532,0.03323262839879154,0.004999999004999999,Free,0,Everyone,Shopping,"August 3, 2018",11.6.0,4.4 and up,Free,Excellent,High,Large
JackThreads: Men's Shopping,SHOPPING,0.75,2.914427971006387e-4,0.0017119838872104735,9.99999000999999e-4,Free,0,Teen,Shopping,"November 8, 2017",5.1,4.0.3 and up,Free,Good,High,Small
Zappos – Shoe shopping made simple,SHOPPING,0.875,9.931641695449538e-4,0.019133937562940583,0.004999999004999999,Free,0,Everyone,Shopping,"July 12, 2018",9.0.0,4.4 and up,Free,Excellent,High,Medium
Urban Outfitters,SHOPPING,0.8,9.259612561505311e-5,0.022155085599194362,4.99999000499999e-4,Free,0,Teen,Shopping,"July 2, 2018",2.8,4.0.3 and up,Free,Excellent,High,Medium
Amazon Shopping,SHOPPING,0.825,0.020252267307573523,0.041289023162134945,0.0999999991,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,Free,Excellent,High,Large
Shopfully - Weekly Ads & Deals,SHOPPING,0.8500000000000001,0.0062241658869948155,0.015105740181268883,0.00999999901,Free,0,Everyone,Shopping,"August 3, 2018",6.4.2,4.4 and up,Free,Excellent,High,Medium
Slickdeals: Coupons & Shopping,SHOPPING,0.875,7.480305726256227e-4,0.011077542799597181,9.99999000999999e-4,Free,0,Everyone,Shopping,"July 30, 2018",3.9,4.4 and up,Free,Excellent,High,Medium
Wanelo Shopping,SHOPPING,0.8999999999999999,0.0020983703193265487,0.0055387713997985906,9.99999000999999e-4,Free,0,Everyone,Shopping,"June 13, 2018",5.6.8,4.4 and up,Free,Excellent,High,Small
Etsy: Handmade & Vintage Goods,SHOPPING,0.825,0.002127661612370522,0.014098690835850957,0.00999999901,Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,Free,Excellent,High,Medium
ASOS,SHOPPING,0.925,0.004049482282521003,0.021148036253776436,0.00999999901,Free,0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,Free,Excellent,High,Medium
Find&Save - Local Shopping,SHOPPING,0.75,1.0248611353256179e-4,0.0052366565961732125,4.99999000499999e-4,Free,0,Everyone,Shopping,"December 22, 2017",3.0.0,4.1 and up,Free,Good,High,Small
Receipt Hog - Receipts to Cash,SHOPPING,0.875,0.0016170352992602311,0.01812688821752266,9.99999000999999e-4,Free,0,Teen,Shopping,"August 3, 2018",4.2.2,4.1 and up,Free,Excellent,High,Medium
ShopSavvy Barcode & QR Scanner,SHOPPING,0.7749999999999999,0.002459666724781483,0.026183282980866064,0.00999999901,Free,0,Everyone,Shopping,"June 18, 2018",13.6.4,4.0.3 and up,Free,Excellent,High,Medium
"Savory - Deals,Freebies,Sales",SHOPPING,0.8500000000000001,5.28802507120847e-5,1.0070493454179264e-4,9.9999000099999e-5,Free,0,Everyone,Shopping,"November 2, 2016",3.1,2.3.3 and up,Free,Excellent,Medium,Small
Newegg Mobile,SHOPPING,0.875,7.906644394592075e-4,0.015105740181268883,9.99999000999999e-4,Free,0,Everyone,Shopping,"July 11, 2018",4.16.0,4.4 and up,Free,Excellent,High,Medium
REI – Shop Outdoor Gear,SHOPPING,0.8500000000000001,8.63591962977053e-5,0.00785498489425982,9.9999000099999e-5,Free,0,Everyone,Shopping,"May 8, 2018",5.6.8,4.1 and up,Free,Excellent,Medium,Small
Target - now with Cartwheel,SHOPPING,0.7749999999999999,0.0015237041069756335,0.023162134944612285,0.00999999901,Free,0,Everyone,Shopping,"August 6, 2018",6.25.0+1906001476,5.0 and up,Free,Excellent,High,Medium
The Home Depot,SHOPPING,0.825,9.816481250554223e-4,0.0553877139979859,0.004999999004999999,Free,0,Everyone,Shopping,"July 19, 2018",5.10,4.4 and up,Free,Excellent,High,Large
Wish - Shopping Made Fun,SHOPPING,0.875,0.13837251383467866,0.014098690835850957,0.0999999991,Free,0,Everyone,Shopping,"August 3, 2018",4.20.5,4.1 and up,Free,Excellent,High,Medium
La La-Shop Designer Brands Street,SHOPPING,0.875,1.1409125701234113e-4,0.013091641490433032,4.99999000499999e-4,Free,0,Everyone,Shopping,"July 28, 2018",4.4.4,5.0 and up,Free,Excellent,High,Medium
ASOS,SHOPPING,0.925,0.004050039151210052,0.021148036253776436,0.00999999901,Free,0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,Free,Excellent,High,Medium
TouchNote: Cards & Gifts,PHOTOGRAPHY,0.7749999999999999,4.283656703639852e-4,0.027190332326283987,9.99999000999999e-4,Free,0,Everyone,Photography,"August 6, 2018",7.4.2,4.4 and up,Free,Excellent,High,Medium
"Shutterfly: Free Prints, Photo Books, Cards, Gifts",PHOTOGRAPHY,0.8999999999999999,0.0021988517055785348,0.05840886203423968,0.004999999004999999,Free,0,Everyone,Photography,"August 1, 2018",5.13.1,5.0 and up,Free,Excellent,High,Large
FreePrints – Free Photos Delivered,PHOTOGRAPHY,0.95,0.0024390625832866734,0.03625377643504532,9.99999000999999e-4,Free,0,Everyone,Photography,"August 2, 2018",2.18.2,4.1 and up,Free,Excellent,High,Large
Groovebook Photo Books & Gifts,PHOTOGRAPHY,0.75,4.7128910891587535e-4,0.035246727089627394,4.99999000499999e-4,Free,0,Everyone,Photography,"January 31, 2018",2.1.9,4.0.3 and up,Free,Good,High,Large
"Moony Lab - Print Photos, Books & Magnets ™",PHOTOGRAPHY,0.925,2.9380392034220604e-5,0.008559919436052367,4.9999000049999e-5,Free,0,Everyone,Photography,"June 27, 2018",2.1.9,4.1 and up,Free,Excellent,Medium,Small
"LALALAB prints your photos, photobooks and magnets",PHOTOGRAPHY,0.925,0.0011231595963165318,0.08157099697885196,9.99999000999999e-4,Free,0,Everyone,Photography,"August 2, 2018",584,4.1 and up,Free,Excellent,High,Large
Snapfish,PHOTOGRAPHY,0.7749999999999999,7.216349967647043e-4,0.027190332326283987,9.99999000999999e-4,Free,0,Everyone,Photography,"August 1, 2018",9.6.4,4.4 and up,Free,Excellent,High,Medium
HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,0.875,8.676459670333291e-4,0.008761329305135951,0.004999999004999999,Free,0,Everyone,Photography,"July 26, 2018",2.2.4,4.2 and up,Free,Excellent,High,Small
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,0.925,0.0031771140690045395,0.021148036253776436,0.00999999901,Free,0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,Free,Excellent,High,Medium
LightX Photo Editor & Photo Effects,PHOTOGRAPHY,0.925,0.005779160980202048,0.016112789526686808,0.00999999901,Free,0,Everyone,Photography,"May 24, 2018",1.0.4,4.1 and up,Free,Excellent,High,Medium
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,0.875,4.864804867531297e-4,0.006747230614300101,9.99999000999999e-4,Free,0,Everyone,Photography,"July 24, 2018",1.6.4,4.2 and up,Free,Excellent,High,Small
Waterfall Photo Frames,PHOTOGRAPHY,0.875,2.304990877711257e-4,0.010070493454179255,9.99999000999999e-4,Free,0,Everyone,Photography,"July 29, 2017",1.6.0,2.3 and up,Free,Excellent,High,Medium
Photo frame,PHOTOGRAPHY,0.875,1.9111733408158664e-5,0.02014098690835851,9.9999000099999e-5,Free,0,Everyone,Photography,"July 18, 2018",1.5.1,4.0.3 and up,Free,Excellent,Medium,Medium
Huji Cam,PHOTOGRAPHY,0.8500000000000001,8.974050297761029e-4,0.01812688821752266,0.004999999004999999,Free,0,Everyone,Photography,"July 11, 2018",2.2,5.0 and up,Free,Excellent,High,Medium
HD Camera,PHOTOGRAPHY,0.825,0.0011065871841304362,0.007754279959718026,0.004999999004999999,Free,0,Everyone,Photography,"July 11, 2018",1.8.5,4.2 and up,Free,Excellent,High,Small
Makeup Editor -Beauty Photo Editor & Selfie Camera,PHOTOGRAPHY,0.875,7.522182251672705e-5,0.02920443101711984,9.99999000999999e-4,Free,0,Mature 17+,Photography,"July 25, 2018",1.7,4.1 and up,Free,Excellent,High,Medium
Makeup Photo Editor: Makeup Camera & Makeup Editor,PHOTOGRAPHY,0.8500000000000001,2.3441944334203006e-4,0.02416918429003021,9.99999000999999e-4,Free,0,Everyone,Photography,"July 27, 2018",8.9.9,4.0 and up,Free,Excellent,High,Medium
Moto Photo Editor,PHOTOGRAPHY,0.575,7.776114373879009e-5,0.016112789526686808,0.004999999004999999,Free,0,Everyone,Photography,"June 14, 2018",1.5.3.8,7.0 and up,Free,Good,High,Medium
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,0.8500000000000001,4.149785470792493e-5,0.012084592145015106,4.99999000499999e-4,Free,0,Everyone,Photography,"May 3, 2018",22.0,4.0.3 and up,Free,Excellent,High,Medium
Photo Frame,PHOTOGRAPHY,0.875,0.0016589118246767094,0.022155085599194362,0.00999999901,Free,0,Everyone,Photography,"June 19, 2018",1.6,4.0 and up,Free,Excellent,High,Medium
"Sweet Snap Lite - live filter, Selfie photo editor",PHOTOGRAPHY,0.875,6.938583865549446e-5,0.021148036253776436,4.99999000499999e-4,Free,0,Everyone,Photography,"August 3, 2018",2.15.180,4.0.3 and up,Free,Excellent,High,Medium
"Selfie Camera: Beauty Camera, Photo Editor,Collage",PHOTOGRAPHY,0.925,7.124355260216162e-4,0.008157099697885197,9.99999000999999e-4,Free,0,Everyone,Photography,"August 6, 2018",1.7.14,4.2 and up,Free,Excellent,High,Small
Night Photo Frame,PHOTOGRAPHY,0.875,9.798661452504658e-5,0.007351460221550856,9.99999000999999e-4,Free,0,Everyone,Photography,"July 28, 2018",2.0.1,4.0.3 and up,Free,Excellent,High,Small
Selfie Photo Editor,PHOTOGRAPHY,0.8999999999999999,2.6007995253340396e-4,0.01812688821752266,9.99999000999999e-4,Free,0,Everyone,Photography,"July 5, 2018",1.0.3,4.4 and up,Free,Excellent,High,Medium
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,0.8500000000000001,0.07034467743904643,0.05236656596173213,0.0999999991,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,Free,Excellent,High,Large
My Photo Keyboard,PHOTOGRAPHY,0.825,0.0012499029099440643,0.016112789526686808,0.00999999901,Free,0,Everyone,Photography,"July 9, 2018",2.6,2.3 and up,Free,Excellent,High,Medium
Kids Photo Frames,PHOTOGRAPHY,0.8999999999999999,3.496912619751549e-4,0.00906344410876133,9.99999000999999e-4,Free,0,Everyone,Photography,"July 7, 2018",2.3,4.0.3 and up,Free,Excellent,High,Small
"Pretty Makeup, Beauty Photo Editor & Snappy Camera",PHOTOGRAPHY,0.875,5.87162345733173e-4,0.028197381671701913,0.004999999004999999,Free,0,Everyone,Photography,"July 25, 2018",5.3,4.1 and up,Free,Excellent,High,Medium
Photo Collage - Layout Editor,PHOTOGRAPHY,0.875,0.006365833281488859,0.045317220543806644,0.00999999901,Free,0,Everyone,Photography,"December 4, 2017",1.8.0.170824_9,5.0 - 8.0,Free,Excellent,High,Large
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,0.8,9.820936200066615e-5,0.003524672708962739,9.99999000999999e-4,Free,0,Everyone,Photography,"June 27, 2018",4.1,4.0.3 and up,Free,Excellent,High,Small
Snap Cat Face Camera,PHOTOGRAPHY,0.75,1.3039637222769327e-4,0.00392749244712991,9.99999000999999e-4,Free,0,Everyone,Photography,"July 12, 2018",1.6,2.3 and up,Free,Good,High,Small
"Sweet Camera - Selfie Filters, Beauty Camera",PHOTOGRAPHY,0.925,0.005190862622343216,0.023162134944612285,0.00999999901,Free,0,Everyone,Photography,"July 28, 2018",1.5.3,4.4 and up,Free,Excellent,High,Medium
Photo Frames,PHOTOGRAPHY,0.825,6.365454610780305e-4,0.022155085599194362,0.00999999901,Free,0,Everyone,Photography,"July 28, 2018",6.21,4.0 and up,Free,Excellent,High,Medium
"Sweet Selfie - selfie camera, beauty cam, photo edit",PHOTOGRAPHY,0.8999999999999999,0.025817702084918598,0.02416918429003021,0.0999999991,Free,0,Everyone,Photography,"August 3, 2018",2.73.672,4.0.3 and up,Free,Excellent,High,Medium
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,0.8500000000000001,0.0011899170147597156,0.025176233635448138,0.00999999901,Free,0,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up,Free,Excellent,High,Medium
Open Camera,PHOTOGRAPHY,0.825,0.0026034502202939122,0.0010070493454179255,0.00999999901,Free,0,Everyone,Photography,"April 23, 2018",1.43.3,4.0.3 and up,Free,Excellent,High,Small
Beauty Makeup – Photo Makeover,PHOTOGRAPHY,0.825,4.840079897737525e-4,0.01812688821752266,9.99999000999999e-4,Free,0,Everyone,Photography,"May 23, 2018",1.6.0,4.0 and up,Free,Excellent,High,Medium
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,0.8500000000000001,0.0013903897428173238,0.008660624370594158,0.004999999004999999,Free,0,Everyone,Photography,"July 28, 2018",2.4,4.1 and up,Free,Excellent,High,Small
Muzy - Share photos & collages,PHOTOGRAPHY,0.8500000000000001,0.0015634199818786018,0.012084592145015106,0.004999999004999999,Free,0,Teen,Photography,"August 11, 2015",4.0.10,4.0 and up,Free,Excellent,High,Medium
QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,0.8999999999999999,0.018870230595091932,0.0032225579053373615,0.00999999901,Free,0,Everyone,Photography,"November 10, 2017",4.7.4,4.0 and up,Free,Excellent,High,Small
Flickr,PHOTOGRAPHY,0.825,0.005612122648234937,0.015105740181268883,0.00999999901,Free,0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,Free,Excellent,High,Medium
Camera for Android,PHOTOGRAPHY,0.8,0.005356497645213924,0.008559919436052367,0.00999999901,Free,0,Everyone,Photography,"November 22, 2017",3.8,4.0 and up,Free,Excellent,High,Small
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,0.8500000000000001,0.07034220494206705,0.05236656596173213,0.0999999991,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,Free,Excellent,High,Large
Photo Mixer,PHOTOGRAPHY,0.725,0.0012346001583690002,0.005639476334340383,0.00999999901,Free,0,Everyone,Photography,"March 25, 2016",5.1,2.3.3 and up,Free,Good,High,Small
Wondershare PowerCam,PHOTOGRAPHY,0.8,0.007331933632746035,0.026183282980866064,0.00999999901,Free,0,Everyone,Photography,"May 29, 2018",3.1.8.180529,2.3 and up,Free,Excellent,High,Medium
love,PHOTOGRAPHY,0.825,9.50597126954055e-4,0.021148036253776436,9.99999000999999e-4,Free,0,Everyone,Photography,"June 15, 2018",1.28,4.0.3 and up,Free,Excellent,High,Medium
InstaSize Photo Filters & Collage Editor,PHOTOGRAPHY,0.825,0.018080234398059586,0.04934541792547835,0.04999999905,Free,0,Everyone,Photography,"August 2, 2018",4.0.26,4.4 and up,Free,Excellent,High,Large
"KVAD Camera +: Selfie, Photo Filter, Grids",PHOTOGRAPHY,0.7749999999999999,5.220978081046981e-4,0.02920443101711984,9.99999000999999e-4,Free,0,Everyone,Photography,"July 11, 2018",1.8.2,4.0 and up,Free,Excellent,High,Medium
Photo Editor,PHOTOGRAPHY,0.825,9.37276827912005e-4,0.016112789526686808,9.99999000999999e-4,Free,0,Everyone,Photography,"September 24, 2015",Varies with device,4.0.3 and up,Free,Excellent,High,Medium
Camera51 - a smarter camera,PHOTOGRAPHY,0.75,6.616936510754794e-4,0.017119838872104734,9.99999000999999e-4,Free,0,Everyone,Photography,"February 10, 2015",1.1.6,4.0 and up,Free,Good,High,Medium
InstaCam - Camera for Selfie,PHOTOGRAPHY,0.75,3.362818639428571e-4,0.00906344410876133,9.99999000999999e-4,Free,0,Everyone,Photography,"March 3, 2017",1.43,2.3 and up,Free,Good,High,Small
"Phogy, 3D Camera",PHOTOGRAPHY,0.75,7.957208071557716e-4,0.008962739174219537,9.99999000999999e-4,Free,0,Everyone,Photography,"February 11, 2015",1.40,4.0 and up,Free,Good,High,Small
Sweet Camera,PHOTOGRAPHY,0.8500000000000001,0.0016014875254619855,0.022155085599194362,0.004999999004999999,Free,0,Everyone,Photography,"October 10, 2017",6.1.7.100920,4.0.3 and up,Free,Excellent,High,Medium
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,0.825,0.108368696165694,0.050352467270896276,0.0999999991,Free,0,Everyone,Photography,"August 6, 2018",9.3.1,4.0.3 and up,Free,Excellent,High,Large
RetroSelfie - Selfie Editor,PHOTOGRAPHY,0.7749999999999999,0.002362882946624782,0.03423967774420947,0.00999999901,Free,0,Everyone,Photography,"June 27, 2018",6.1.6,4.1 and up,Free,Excellent,High,Large
Mega Photo,PHOTOGRAPHY,0.8,0.0010010271554343245,0.015105740181268883,9.99999000999999e-4,Free,0,Everyone,Photography,"October 19, 2016",1.6.2,3.0 and up,Free,Excellent,High,Medium
Blur Image Background,PHOTOGRAPHY,0.725,0.0028794788920816767,0.010070493454179255,0.00999999901,Free,0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,Free,Good,High,Medium
MIX by Camera360,PHOTOGRAPHY,0.8500000000000001,0.002473944837968697,0.07351460221550855,0.004999999004999999,Free,0,Everyone,Photography,"August 3, 2018",4.8.7,4.0.3 and up,Free,Excellent,High,Large
Facetune - For Free,PHOTOGRAPHY,0.8500000000000001,0.0011037582911900678,0.0473313192346425,9.99999000999999e-4,Paid,0.014975,Everyone,Photography,"July 25, 2018",1.3.1,4.1 and up,Paid,Excellent,High,Large
Camera FV-5 Lite,PHOTOGRAPHY,0.75,0.0028974991628593,0.004632426988922457,0.00999999901,Free,0,Everyone,Photography,"November 10, 2017",3.31.4,4.0 and up,Free,Good,High,Small
HD Camera Ultra,PHOTOGRAPHY,0.825,0.010294296860505751,5.035246727089627e-4,0.00999999901,Free,0,Everyone,Photography,"October 17, 2015",2.3.1,Varies with device,Free,Excellent,High,Small
Cameringo Lite. Filters Camera,PHOTOGRAPHY,0.8,0.00313886832744066,0.00473313192346425,0.00999999901,Free,0,Everyone,Photography,"June 11, 2018",2.2.93,4.0 and up,Free,Excellent,High,Small
Camera ZOOM FX - FREE,PHOTOGRAPHY,0.75,0.0019793117936078913,0.0051359516616314195,0.004999999004999999,Free,0,Everyone,Photography,"April 6, 2017",6.2.9,2.3 and up,Free,Good,High,Small
HD Camera Pro for Android,PHOTOGRAPHY,0.7749999999999999,0.0010961403275238787,9.063444108761328e-4,9.99999000999999e-4,Free,0,Everyone,Photography,"January 19, 2017",1.5.5,2.1 and up,Free,Excellent,High,Small
HD Camera for Android,PHOTOGRAPHY,0.7749999999999999,0.007824071905379901,0.0030211480362537764,0.00999999901,Free,0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,Free,Excellent,High,Small
GoPro (formerly Capture),PHOTOGRAPHY,0.75,0.0035083841147459565,0.04632426988922457,0.00999999901,Free,0,Everyone,Photography,"May 24, 2018",4.5.2,5.0 and up,Free,Good,High,Large
Samsung SMART CAMERA App,PHOTOGRAPHY,0.75,7.740920272731118e-4,0.021148036253776436,9.99999000999999e-4,Free,0,Everyone,Photography,"July 3, 2018",1.4.0_180703,4.2 and up,Free,Good,High,Medium
Square InPic - Photo Editor & Collage Maker,PHOTOGRAPHY,0.8500000000000001,0.014163286863532222,0.013091641490433032,0.04999999905,Free,0,Everyone,Photography,"May 23, 2018",4.2.14,4.0 and up,Free,Excellent,High,Medium
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,0.7749999999999999,0.0017405264997437178,0.00906344410876133,0.004999999004999999,Free,0,Everyone,Photography,"February 11, 2018",5.5.2,4.0.3 and up,Free,Excellent,High,Small
Lapse It • Time Lapse • Pro,PHOTOGRAPHY,0.825,2.865423526370082e-4,0.005941591137965761,9.9999000099999e-5,Paid,0.007475000000000001,Everyone,Photography,"November 6, 2014",4.70,2.2 and up,Paid,Excellent,Medium,Small
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,0.8,0.004796688689486833,0.0433031218529708,0.00999999901,Free,0,Everyone,Photography,"July 14, 2018",6.4.3,4.0.3 and up,Free,Excellent,High,Large
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,0.825,0.10836900801215987,0.050352467270896276,0.0999999991,Free,0,Everyone,Photography,"August 6, 2018",9.3.1,4.0.3 and up,Free,Excellent,High,Large
PhotoWonder: Pro Beauty Photo Editor Collage Maker,PHOTOGRAPHY,0.8500000000000001,0.018992518959207075,0.04229607250755287,0.04999999905,Free,0,Teen,Photography,"June 26, 2018",4.1.0.1,4.2 and up,Free,Excellent,High,Large
Photo Effects Pro,PHOTOGRAPHY,0.8500000000000001,0.03328938748386835,0.02014098690835851,0.04999999905,Free,0,Everyone,Photography,"March 21, 2017",3.3.8,3.1 and up,Free,Excellent,High,Medium
No Crop & Square for Instagram,PHOTOGRAPHY,0.8999999999999999,0.018260236633107756,0.02416918429003021,0.00999999901,Free,0,Everyone,Photography,"June 26, 2018",4.2.3,4.0 and up,Free,Excellent,High,Medium
Picture Grid Builder,PHOTOGRAPHY,0.75,7.44823008976701e-4,0.002920443101711984,0.004999999004999999,Free,0,Everyone,Photography,"July 18, 2016",3.2,2.3.3 and up,Free,Good,High,Small
HD Camera for Android,PHOTOGRAPHY,0.7749999999999999,0.007824094180127463,0.0030211480362537764,0.00999999901,Free,0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,Free,Excellent,High,Small
Photo Studio,PHOTOGRAPHY,0.8,0.010643542627529668,0.050352467270896276,0.00999999901,Free,0,Everyone,Photography,"July 28, 2018",2.0.17.9,4.0 and up,Free,Excellent,High,Large
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,0.8999999999999999,0.0028141025079873347,0.008660624370594158,9.99999000999999e-4,Free,0,Everyone,Photography,"March 15, 2017",2.0.5,4.0 and up,Free,Excellent,High,Small
Pic Stitch - #1 Collage Maker,PHOTOGRAPHY,0.8,3.435879811431788e-4,0.04934541792547835,9.99999000999999e-4,Free,0,Everyone,Photography,"July 24, 2018",3.8.3,5.1 and up,Free,Excellent,High,Large
Photo Editor by Aviary,PHOTOGRAPHY,0.8500000000000001,0.03320565670778296,0.02014098690835851,0.04999999905,Free,0,Everyone,Photography,"July 19, 2018",4.8.4,4.1 and up,Free,Excellent,High,Medium
Pixlr – Free Photo Editor,PHOTOGRAPHY,0.8500000000000001,0.025910676881242205,0.030211480362537766,0.04999999905,Free,0,Everyone,Photography,"July 20, 2018",3.4.0,4.0.3 and up,Free,Excellent,High,Large
Photo Editor,PHOTOGRAPHY,0.7749999999999999,0.002554445775657608,0.026183282980866064,0.00999999901,Free,0,Everyone,Photography,"February 15, 2018",1.38,4.1 and up,Free,Excellent,High,Medium
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,0.8500000000000001,0.07034699401279287,0.05236656596173213,0.0999999991,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,Free,Excellent,High,Large
PicsArt Photo Studio: Collage Maker & Pic Editor,PHOTOGRAPHY,0.875,0.16916686229463712,0.03323262839879154,0.0999999991,Free,0,Teen,Photography,"August 6, 2018",9.40.3,4.0.3 and up,Free,Excellent,High,Large
Color Touch Effects,PHOTOGRAPHY,0.7,0.003734383703509567,0.011077542799597181,0.00999999901,Free,0,Everyone,Photography,"April 23, 2018",4.5,4.1 and up,Free,Good,High,Medium
InstaSize Photo Filters & Collage Editor,PHOTOGRAPHY,0.825,0.018080702167758384,0.04934541792547835,0.04999999905,Free,0,Everyone,Photography,"August 2, 2018",4.0.26,4.4 and up,Free,Excellent,High,Large
"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,0.8500000000000001,0.023951501459430324,0.04632426988922457,0.0999999991,Free,0,Mature 17+,Photography,"August 3, 2018",4.21,4.1 and up,Free,Excellent,High,Large
Pixgram- video photo slideshow,PHOTOGRAPHY,0.8,0.0020877007152443716,0.008257804632426988,0.004999999004999999,Free,0,Everyone,Photography,"July 8, 2018",2.0.18,4.3 and up,Free,Excellent,High,Small
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,0.825,0.10836956488084892,0.050352467270896276,0.0999999991,Free,0,Everyone,Photography,"August 6, 2018",9.3.1,4.0.3 and up,Free,Excellent,High,Large
Font Studio- Photo Texts Image,PHOTOGRAPHY,0.8,0.004394674045488643,0.023162134944612285,0.00999999901,Free,0,Everyone,Photography,"June 23, 2017",4.0.7,4.0 and up,Free,Excellent,High,Medium
